,"School Name","Full Address","Street Address",City,State,"Zip Code",Country,"School Type",Website,Description,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
658,"Pine Forge Academy","361 Pine Forge Road, Pine Forge, PA, 19548, USA","361 Pine Forge Road","Pine Forge",PA,19548,USA,9-12,https://www.adventisteducation.org/schools/ANB431,[],40.281301,-75.702183,1,range_interpolation,361,"Pine Forge Rd",,,"Pine Forge",PA,"Berks County",19548,US,"TIGER/Line® dataset from the US Census Bureau"
659,"Pocono Adventist Christian School","2001 W Main St, Stroudsburg, PA, 18360-6517, USA","2001 W Main St",Stroudsburg,PA,18360-6517,USA,PK-08,https://www.adventisteducation.org/schools/ANBI69,[],40.980673,-75.228217,1,rooftop,2001,"W Main St",,,Stroudsburg,PA,"Monroe County",18360,US,Monroe
660,"Reading SDA Junior Academy","309 N Kenhorst Blvd, Reading, PA, 19607-1439, USA","309 N Kenhorst Blvd",Reading,PA,19607-1439,USA,PK-10,https://www.adventisteducation.org/schools/ANBI63,[],40.316363,-75.949933,1,range_interpolation,309,"N Kenhorst Blvd",,,Reading,PA,"Berks County",19607,US,"TIGER/Line® dataset from the US Census Bureau"
661,"Whitehall Christian School","3950 Mechanicsville Rd, Whitehall, PA, 18052-3336, USA","3950 Mechanicsville Rd",Whitehall,PA,18052-3336,USA,PK-08,https://www.adventisteducation.org/schools/ANBI54,"Our school strives to educate students in a manner that is fully integrated with Biblical truth and the principles of Christian living.",40.648957,-75.51792,1,range_interpolation,3950,"Mechanicsville Rd",,,Whitehall,PA,"Lehigh County",18052,US,"TIGER/Line® dataset from the US Census Bureau"
662,"Wyoming Valley SDA School","476 3rd St, Mountain Top, PA, 18707-9535, USA","476 3rd St","Mountain Top",PA,18707-9535,USA,PK-08,https://www.adventisteducation.org/schools/ANBI78,[],41.151008,-75.956737,1,rooftop,476,"3rd St",,,"Mountain Top",PA,"Luzerne County",18707,US,Luzerne
663,"York Adventist Christian School","2220 Roosevelt Ave, York, PA, 17408-8503, USA","2220 Roosevelt Ave",York,PA,17408-8503,USA,PK-08,https://www.adventisteducation.org/schools/ANBI81,[],39.986362,-76.782645,1,rooftop,2220,"Roosevelt Ave",,,York,PA,"York County",17408,US,York
664,"ACA of Charleston","2518 Savannah Hwy, Charleston, SC, 29414-5325, USA","2518 Savannah Hwy",Charleston,SC,29414-5325,USA,PK-10,https://www.adventisteducation.org/schools/ANT830,[],32.793884,-80.053655,1,rooftop,2518,"Savannah Hwy",,,Charleston,SC,"Charleston County",29414,US,"City of Charleston"
665,"Berea Junior Academy","675 S Lafayette Dr, Sumter, SC, 29150-6682, USA","675 S Lafayette Dr",Sumter,SC,29150-6682,USA,PK-08,https://www.adventisteducation.org/schools/ANTM20,[],33.902406,-80.336636,1,rooftop,675,"S Lafayette Dr",,,Sumter,SC,"Sumter County",29150,US,Sumter
666,"Eddlemon Adventist Christian Academy","1217 John B White Sr Blvd, Spartanburg, SC, 29306-3923, USA","1217 John B White Sr Blvd",Spartanburg,SC,29306-3923,USA,PK-08,https://www.adventisteducation.org/schools/ANT845,"Eddlemon Adventist Christian Academy, is dedicated to nurturing the each student in a personal relationship with God, developing academic excellence, and inspiring service to others.",34.927008,-81.964717,1,rooftop,1217,"John B White Sr Blvd",,,Spartanburg,SC,"Spartanburg County",29306,US,"City of Spartanburg"
667,"Eddlemon Child Development Center","1217 John B White Sr Blvd, Spartanburg, SC, 29306-3923, USA","1217 John B White Sr Blvd",Spartanburg,SC,29306-3923,USA,ECP,https://www.adventisteducation.org/schools/ANT82T,[],34.927008,-81.964717,1,rooftop,1217,"John B White Sr Blvd",,,Spartanburg,SC,"Spartanburg County",29306,US,"City of Spartanburg"
668,"Myrtle Beach ACA","2351 Carolina Forest Blvd, Myrtle Beach, SC, 29579-3203, USA","2351 Carolina Forest Blvd","Myrtle Beach",SC,29579-3203,USA,PK-08,https://www.adventisteducation.org/schools/ANT8MY,[],33.761971,-78.885507,1,rooftop,2351,"Carolina Forest Blvd",,,"Myrtle Beach",SC,"Horry County",29579,US,Horry
669,"Norma D. Richards Adventist School","1463 S Pearl St, Pageland, SC, 29728-6413, USA","1463 S Pearl St",Pageland,SC,29728-6413,USA,PK-08,https://www.adventisteducation.org/schools/ANTMNR,[],34.752897,-80.392065,0.8,rooftop,1463,"Pearl St",,,Pageland,SC,"Chesterfield County",29728,US,Chesterfield
670,"Pecan Grove Early Learning Center","1202 Decatur St, Orangeburg, SC, 29118-2510, USA","1202 Decatur St",Orangeburg,SC,29118-2510,USA,ECP,https://www.adventisteducation.org/schools/ANTM2B,[],33.518272,-80.854087,1,rooftop,1202,"Decatur St",,,Orangeburg,SC,"Orangeburg County",29118,US,Orangeburg
671,"Poplar Springs SDA School","4279A S Highway 11, Westminster, SC, 29693-3123, USA","4279A S Highway 11",Westminster,SC,29693-3123,USA,PK-08,https://www.adventisteducation.org/schools/ANT872,[],34.696446,-83.048429,1,rooftop,4279,"S Hwy 11",,,Westminster,SC,"Oconee County",29693,US,Oconee
672,"Rapid City Adventist Elementary School","1636 Concourse Ct, Rapid City, SD, 57703-4761, USA","1636 Concourse Ct","Rapid City",SD,57703-4761,USA,PK-08,https://www.adventisteducation.org/schools/ANG640,"The Rapid City Seventh-day Adventist School provides children and youth with a learning environment alive with Christian love and reflective of Seventh-day Adventist standards.",44.0705,-103.15776,1,rooftop,1636,"Concourse Ct",,,"Rapid City",SD,"Pennington County",57703,US,"Statewide SD"
673,"Adventist Christian School of Maryville","2921 Sevierville Rd, Maryville, TN, 37804-2305, USA","2921 Sevierville Rd",Maryville,TN,37804-2305,USA,PK-08,https://www.adventisteducation.org/schools/ANTFB9,"A fully-accredited, K-8, Christian school that focuses on character development and academic excellence through Bible study, nature exploration, and real-life problem solving.",35.772494,-83.912846,1,rooftop,2921,"Sevierville Rd",,,Maryville,TN,"Blount County",37804,US,Blount
674,"Algood Christian Elementary School","2660 Highway 111 N, Cookeville, TN, 38506-8682, USA","2660 Highway 111 N",Cookeville,TN,38506-8682,USA,PK-08,https://www.adventisteducation.org/schools/ANTF51,"Algood Christian Elementary School is a Seventh-day Adventist school that helps students belong, discover, and grow in their relationship with God and others.",36.20843,-85.450981,1,rooftop,2660,"Hwy 111 N",,,Cookeville,TN,"Putnam County",38506,US,Putnam
675,"Avondale SDA School","1201 N Orchard Knob Ave, Chattanooga, TN, 37406, USA","1201 N Orchard Knob Ave",Chattanooga,TN,37406,USA,PK-08,https://www.adventisteducation.org/schools/ANTP20,[],35.052112,-85.266253,1,rooftop,1201,"N Orchard Knob Ave",,,Chattanooga,TN,"Hamilton County",37406,US,"City of Chattanooga"
676,"Bowman Hills SDA School","300 Westview Dr NE, Cleveland, TN, 37312-5043, USA","300 Westview Dr NE",Cleveland,TN,37312-5043,USA,PK-08,https://www.adventisteducation.org/schools/ANTF39,[],35.186857,-84.851573,1,rooftop,300,"Westview Dr NE",,,Cleveland,TN,"Bradley County",37312,US,"Statewide TN"
677,"Centerville Christian School","1010 Lower Shipps Bend Road N, Centerville, TN, 37033, USA","1010 Lower Shipps Bend Road N",Centerville,TN,37033,USA,PK-08,https://www.adventisteducation.org/schools/ANTICE,[],35.779959,-87.498368,1,range_interpolation,1010,"Lower Shipps Bend Rd N",,,Centerville,TN,"Hickman County",37033,US,"TIGER/Line® dataset from the US Census Bureau"
678,"Collegedale Academy-ECEC","4820 University Dr, Collegedale, TN, 37315, USA","4820 University Dr",Collegedale,TN,37315,USA,ECP,https://www.adventisteducation.org/schools/ANTF2V,[],35.044807,-85.05198,0.8,rooftop,4820,"University Dr",,,Ooltewah,TN,"Hamilton County",37363,US,Hamilton
679,"Collegedale Academy-Elementary","4820 University Dr, Collegedale, TN, 37315, USA","4820 University Dr",Collegedale,TN,37315,USA,PK-08,https://www.adventisteducation.org/schools/ANTF45,"Collegedale Academy is a Seventh-day Adventist school established to educate, equip, and inspire students to be critical thinkers who serve others and reflect Christ’s character.",35.044807,-85.05198,0.8,rooftop,4820,"University Dr",,,Ooltewah,TN,"Hamilton County",37363,US,Hamilton
680,"Collegedale Academy-High","4855 College Dr E, Collegedale, TN, 37315, USA","4855 College Dr E",Collegedale,TN,37315,USA,9-12,https://www.adventisteducation.org/schools/ANTF1C,"Collegedale Academy is a Seventh-day Adventist school established to educate, equip, and inspire students to be critical thinkers who serve others and reflect Christ’s character.",35.044144,-85.0468,0.8,rooftop,4855,"College Dr E",,,Ooltewah,TN,"Hamilton County",37363,US,Hamilton
681,"Collegedale Academy-Middle","4856 Collegedale Drive E, Collegedale, TN, 37315, USA","4856 Collegedale Drive E",Collegedale,TN,37315,USA,PK-08,https://www.adventisteducation.org/schools/ANTFMS,"Collegedale Academy is a Seventh-day Adventist school established to educate, equip, and inspire students to be critical thinkers who serve others and reflect Christ’s character.",35.048259,-85.051555,0.5,place,,,,,Collegedale,TN,"Hamilton County",37315,US,"TIGER/Line® dataset from the US Census Bureau"
682,"Dunlap Adventist Christian School","105 Appache Ln, Dunlap, TN, 37327-7713, USA","105 Appache Ln",Dunlap,TN,37327-7713,USA,PK-08,https://www.adventisteducation.org/schools/ANTF75,[],35.354738,-85.394292,1,rooftop,105,"Apache Ln",,,Dunlap,TN,"Sequatchie County",37327,US,"Statewide TN"
683,"F. H. Jenkins SDA Preparatory School","814 Youngs Ln, Nashville, TN, 37207-4828, USA","814 Youngs Ln",Nashville,TN,37207-4828,USA,PK-10,https://www.adventisteducation.org/schools/ANTP50,[],36.203872,-86.799328,1,rooftop,814,"Youngs Ln",,,Nashville,TN,"Davidson County",37207,US,"City of Nashville"
684,"Faulkner Springs Christian School","201 Bluff Springs Rd, McMinnville, TN, 37110-4113, USA","201 Bluff Springs Rd",McMinnville,TN,37110-4113,USA,PK-08,https://www.adventisteducation.org/schools/ANTFC3,[],35.716074,-85.764377,1,rooftop,201,"Bluff Springs Rd",,,McMinnville,TN,"Warren County",37110,US,"Statewide TN"
685,"Greater Memphis Adventist Academy","3333 Old Brownsville Rd, Bartlett, TN, 38134-8419, USA","3333 Old Brownsville Rd",Bartlett,TN,38134-8419,USA,PK-08,https://www.adventisteducation.org/schools/ANTP15,[],35.216755,-89.884327,1,rooftop,3333,"Old Brownsville Rd",,,Bartlett,TN,"Shelby County",38134,US,"City of Memphis"
686,"Greeneville Adventist Academy","305 Takoma Ave, Greeneville, TN, 37743-4629, USA","305 Takoma Ave",Greeneville,TN,37743-4629,USA,PK-10,https://www.adventisteducation.org/schools/ANTF87,[],36.153014,-82.844285,1,rooftop,305,"Takoma Ave",,,Greeneville,TN,"Greene County",37743,US,"Statewide TN"
687,"Highland Academy","211 Highland Circle Dr, Portland, TN, 37148-4918, USA","211 Highland Circle Dr",Portland,TN,37148-4918,USA,9-12,https://www.adventisteducation.org/schools/ANTI2H,[],36.521944,-86.496811,1,rooftop,211,"Highland Circle Dr",,,Portland,TN,"Sumner County",37148,US,"Statewide TN"
688,"Highland Elementary School","234 Highland Circle Dr, Portland, TN, 37148-4917, USA","234 Highland Circle Dr",Portland,TN,37148-4917,USA,PK-08,https://www.adventisteducation.org/schools/ANTI40,"Highland Elementary, a Seventh-day Adventist School, provides a quality program of God-centered instruction that is results oriented and provided in an environment that nurtures.",36.517176,-86.496026,1,rooftop,234,"Highland Circle Dr",,,Portland,TN,"Sumner County",37148,US,"Statewide TN"
689,"Inez Wrenn SDA School","2337 West Ave, Crossville, TN, 38571-4001, USA","2337 West Ave",Crossville,TN,38571-4001,USA,PK-10,https://www.adventisteducation.org/schools/ANTF54,"Inez Wrenn is dedicated to enabling our students to develop a life of faith in God.",35.971553,-85.050013,1,rooftop,2337,"West Ave",,,Crossville,TN,"Cumberland County",38571,US,"Statewide TN"
690,"Jasper Adventist Christian School","787 Highway 150, Jasper, TN, 37347, USA","787 Highway 150",Jasper,TN,37347,USA,PK-08,https://www.adventisteducation.org/schools/ANTFJC,[],35.08278,-85.624448,1,range_interpolation,787,"State Hwy 150",,,Jasper,TN,"Marion County",37347,US,"TIGER/Line® dataset from the US Census Bureau"
691,"Jellico Christian Academy","170 Adventist Ln, Jellico, TN, 37762-3859, USA","170 Adventist Ln",Jellico,TN,37762-3859,USA,PK-08,https://www.adventisteducation.org/schools/ANTF2E,[],36.56822,-84.142553,1,rooftop,170,"Adventist Ln",,,Jellico,TN,"Campbell County",37762,US,"Statewide TN"
692,"Jellico Christian Academy ECP","170 Adventist Ln, Jellico, TN, 37762-3859, USA","170 Adventist Ln",Jellico,TN,37762-3859,USA,ECP,https://www.adventisteducation.org/schools/ANTF2U,[],36.56822,-84.142553,1,rooftop,170,"Adventist Ln",,,Jellico,TN,"Campbell County",37762,US,"Statewide TN"
693,"Kiddie Kampus","4829 College Dr E, Collegedale, TN, 37315, USA","4829 College Dr E",Collegedale,TN,37315,USA,ECP,https://www.adventisteducation.org/schools/ANTF24,[],35.04368,-85.049922,0.9,range_interpolation,4829,"College Dr E",,,Collegedale,TN,"Hamilton County",37315,US,"TIGER/Line® dataset from the US Census Bureau"
694,"Knoxville Adventist School","3615 Kingston Pike, Knoxville, TN, 37919-4603, USA","3615 Kingston Pike",Knoxville,TN,37919-4603,USA,PK-10,https://www.adventisteducation.org/schools/ANTF99,"""Knoxville Adventist School has been providing a quality Christian Education for over 100 years with a focus on time out in nature. This private school is located in Knoxville surrounded by woods and the Third Creek and Greenway """,35.946874,-83.963387,1,rooftop,3615,"Kingston Pike",,,Knoxville,TN,"Knox County",37919,US,"Statewide TN"
695,"Lawrenceburg Adventist School","11 Valley Rd, Lawrenceburg, TN, 38464-6136, USA","11 Valley Rd",Lawrenceburg,TN,38464-6136,USA,PK-08,https://www.adventisteducation.org/schools/ANTI48,[],35.285664,-87.347622,1,rooftop,11,"Valley Rd",,,Lawrenceburg,TN,"Lawrence County",38464,US,"Statewide TN"
696,"Lester Coon Adventist School","11429 Bates Rd, Apison, TN, 37302-9772, USA","11429 Bates Rd",Apison,TN,37302-9772,USA,PK-08,https://www.adventisteducation.org/schools/ANTF15,[],35.02275,-85.015455,1,rooftop,11429,"Bates Rd",,,Apison,TN,"Hamilton County",37302,US,Hamilton
697,"Lighthouse Christian Academy","360 W Economy Rd, Morristown, TN, 37814, USA","360 W Economy Rd",Morristown,TN,37814,USA,PK-08,https://www.adventisteducation.org/schools/ANTFC9,"Lighthouse Christian Academy is a Seventh-day Adventist school that seeks to partner with parents in the spiritual, academic, physical and practical education of each student.",36.204448,-83.334208,1,rooftop,360,"W Economy Rd",,,Morristown,TN,"Hamblen County",37814,US,"Statewide TN"
698,"Living Springs Christian Acad Preschool","314 Delmer Salts Rd, Gray, TN, 37615-3243, USA","314 Delmer Salts Rd",Gray,TN,37615-3243,USA,ECP,https://www.adventisteducation.org/schools/ANTF35,[],36.40076,-82.498432,1,rooftop,314,"Delmer Salts Rd",,,"Johnson City",TN,"Washington County",37615,US,"City of Johnson City"
699,"Living Springs Christian Academy","314 Delmer Salts Rd, Gray, TN, 37615-3243, USA","314 Delmer Salts Rd",Gray,TN,37615-3243,USA,PK-08,https://www.adventisteducation.org/schools/ANTFH7,[],36.40076,-82.498432,1,rooftop,314,"Delmer Salts Rd",,,"Johnson City",TN,"Washington County",37615,US,"City of Johnson City"
700,"Madison Academy","100 Academy Road, Madison, TN, 37115, USA","100 Academy Road",Madison,TN,37115,USA,9-12,https://www.adventisteducation.org/schools/ANTI2L,"Madison Academy equips high school students to develop the 21st century skills that improve the quality of the family, the community, and the workforce.",36.255533,-86.677577,1,rooftop,100,"Academy Rd",,,Madison,TN,"Davidson County",37115,US,"City of Nashville"
701,"Madison Campus Elementary","1515 Sutherland Dr, Madison, TN, 37115-5054, USA","1515 Sutherland Dr",Madison,TN,37115-5054,USA,PK-08,https://www.adventisteducation.org/schools/ANTI60,"Madison Campus Elementary aims to keep our vision alive by, ""Successfully educating today’s child with eternal principles and academic excellence"".  Our faculty and staff are committed to our mission to: ""Magnify God, Cultivate disciples, and Excel academically"".",36.250678,-86.678043,1,rooftop,1515,"Sutherland Dr",,,Madison,TN,"Davidson County",37115,US,"City of Nashville"
702,"Memphis Junior Academy","50 N Mendenhall Rd, Memphis, TN, 38117-2631, USA","50 N Mendenhall Rd",Memphis,TN,38117-2631,USA,PK-10,https://www.adventisteducation.org/schools/ANTI68,[],35.132426,-89.897863,1,rooftop,50,"N Mendenhall Rd",,,Memphis,TN,"Shelby County",38117,US,"City of Memphis"
703,"Murfreesboro Adventist School","2815 Elam Rd, Murfreesboro, TN, 37127-6135, USA","2815 Elam Rd",Murfreesboro,TN,37127-6135,USA,PK-08,https://www.adventisteducation.org/schools/ANTI72,"We believe that the best education results when Christ is at the center of all we do, the Bible is our foundation and students learn through a whole child approach––nurturing their growth spiritually, academically, physically and socially.  We invite you to visit us and learn more about how this happens at our school.",35.792414,-86.3719,1,rooftop,2815,"Elam Rd",,,Murfreesboro,TN,"Rutherford County",37127,US,"City of Murfreesboro"
704,"Ooltewah Adventist School","9209 Amos Rd, Ooltewah, TN, 37363-8676, USA","9209 Amos Rd",Ooltewah,TN,37363-8676,USA,PK-08,https://www.adventisteducation.org/schools/ANTFE3,[],35.093008,-85.056218,1,rooftop,9209,"Amos Rd",,,Ooltewah,TN,"Hamilton County",37363,US,"City of Chattanooga"
705,"Ridgetop Adventist Elementary School","102 King St (no mail), Ridgetop, TN, 37152, USA","102 King St (no mail)",Ridgetop,TN,37152,USA,PK-08,https://www.adventisteducation.org/schools/ANTI92,[],36.397526,-86.768637,0.9,range_interpolation,102,"King St",,,Ridgetop,TN,"Robertson County",37152,US,"TIGER/Line® dataset from the US Census Bureau"
706,"Southern Adventist University","4881 Taylor Circle, Collegedale, TN, 37315, USA","4881 Taylor Circle",Collegedale,TN,37315,USA,University,https://www.adventisteducation.org/schools/ANT1SO,[],35.048233,-85.05047,1,range_interpolation,4881,"Taylor Cir",,,Collegedale,TN,"Hamilton County",37315,US,"TIGER/Line® dataset from the US Census Bureau"
707,"Standifer Gap SDA School","8255 Standifer Gap Rd, Chattanooga, TN, 37421-5046, USA","8255 Standifer Gap Rd",Chattanooga,TN,37421-5046,USA,PK-08,https://www.adventisteducation.org/schools/ANTFH3,"Our goal is to nurture within each student a personal relationship with Jesus that encompasses their self-worth and enhances their academic, social, physical, and spiritual maturity.",35.035247,-85.107951,1,rooftop,8255,"Standifer Gap Rd",,,Chattanooga,TN,"Hamilton County",37421,US,Hamilton
708,"Tullahoma SDA Christian School","231 Turkey Creek Dr, Tullahoma, TN, 37388-4688, USA","231 Turkey Creek Dr",Tullahoma,TN,37388-4688,USA,PK-08,https://www.adventisteducation.org/schools/ANTITU,"Tullahoma Seventh-day Adventist School is a Christian school where each student is supported in their individual academic journey, providing an environment where learning is an adventure.",35.322415,-86.216853,1,rooftop,231,"Turkey Creek Dr",,,Tullahoma,TN,"Franklin County",37388,US,"Statewide TN"
709,"Woodbury SDA Elementary School","1434 Hollow Springs Rd, Woodbury, TN, 37190-6043, USA","1434 Hollow Springs Rd",Woodbury,TN,37190-6043,USA,PK-08,https://www.adventisteducation.org/schools/ANTI99,[],35.735742,-86.067652,1,rooftop,1434,"Hollow Springs Rd",,,Woodbury,TN,"Cannon County",37190,US,"Statewide TN"
710,"Abilene Junior Academy","2542 E Overland Trl, Abilene, TX, 79601-6625, USA","2542 E Overland Trl",Abilene,TX,79601-6625,USA,PK-08,https://www.adventisteducation.org/schools/ANWIAB,"At Abilene Junior Academy, we promote academic excellence through a challenging curriculum and caring teachers.",32.466264,-99.682789,1,rooftop,2542,"E Overland Trl",,,Abilene,TX,"Taylor County",79601,US,"City of Abilene"
711,"Advent Ridge Academy","1523 Old Ranch Road 12, San Marcos, TX, 78666-2921, USA","1523 Old Ranch Road 12","San Marcos",TX,78666-2921,USA,PK-10,https://www.adventisteducation.org/schools/ANWF2S,[],29.893845,-97.959962,1,rooftop,1523,"Old Ranch Road 12",,,"San Marcos",TX,"Hays County",78666,US,"Capital Area Council of Governments"
712,"Amarillo SDA Christian Academy","1511 S Seminole St, Amarillo, TX, 79104-3605, USA","1511 S Seminole St",Amarillo,TX,79104-3605,USA,PK-08,https://www.adventisteducation.org/schools/ANWI2B,[],35.194409,-101.799432,1,rooftop,1511,"S Seminole St",,,Amarillo,TX,"Potter County",79104,US,"City of Amarillo"
713,"Applegate Adventist Christian Academy","4 Applegate Cir, Round Rock, TX, 78665-9417, USA","4 Applegate Cir","Round Rock",TX,78665-9417,USA,PK-08,https://www.adventisteducation.org/schools/ANWB20,[],30.547556,-97.673905,1,rooftop,4,"Applegate Cir",,,"Round Rock",TX,"Williamson County",78665,US,"Capital Area Council of Governments"
714,"Applegate Adventist Jr. Acad Preschool","4 Applegate Cir, Round Rock, TX, 78665-9417, USA","4 Applegate Cir","Round Rock",TX,78665-9417,USA,ECP,https://www.adventisteducation.org/schools/ANWB2B,[],30.547556,-97.673905,1,rooftop,4,"Applegate Cir",,,"Round Rock",TX,"Williamson County",78665,US,"Capital Area Council of Governments"
715,"Bethel Adventist Church School","489 S Kings Hwy, Texarkana, TX, 75501-9500, USA","489 S Kings Hwy",Texarkana,TX,75501-9500,USA,PK-08,https://www.adventisteducation.org/schools/ANWB30,"Bethel Adventist Church School enrolls students in K-9th grades with an excellent student-teacher ratio.",33.409975,-94.118833,1,rooftop,489,"S Kings Hwy",,,Texarkana,TX,"Bowie County",75501,US,"CC 0 Texas Natural Resources Information System"
716,"Burleson Adventist School","1635 Fox Ln, Burleson, TX, 76028-4336, USA","1635 Fox Ln",Burleson,TX,76028-4336,USA,PK-08,https://www.adventisteducation.org/schools/ANWF18,"Burleson Adventist School (BAS) is a Pre-K - 8th grade school offering a nurturing academic environment where students are being educated for eternity through love, faith, and service to God and man.",32.546294,-97.28168,1,rooftop,1635,"Fox Ln",,,Burleson,TX,"Johnson County",76028,US,"CC 0 Texas Natural Resources Information System"
717,"Burton Adventist Academy","4611 Kelly Elliott Rd, Arlington, TX, 76017-1353, USA","4611 Kelly Elliott Rd",Arlington,TX,76017-1353,USA,PK-12,https://www.adventisteducation.org/schools/ANWF22,[],32.670369,-97.1738,1,rooftop,4611,"Kelly Elliott Rd",,,Arlington,TX,"Tarrant County",76017,US,"Tarrant County"
718,"Burton Little Angels","4611 Kelly Elliott Rd, Arlington, TX, 76017-1353, USA","4611 Kelly Elliott Rd",Arlington,TX,76017-1353,USA,ECP,https://www.adventisteducation.org/schools/ANWF32,[],32.670369,-97.1738,1,rooftop,4611,"Kelly Elliott Rd",,,Arlington,TX,"Tarrant County",76017,US,"Tarrant County"
719,"Chisholm Trail Academy","401 S Old Betsy Rd, Keene, TX, 76059-1412, USA","401 S Old Betsy Rd",Keene,TX,76059-1412,USA,9-12,https://www.adventisteducation.org/schools/ANWF1G,"Chisholm Trail Academy, a Seventh-day Adventist school fosters the development of a relationship with Jesus and a lifelong love of learning and service.",32.389666,-97.332359,1,rooftop,401,"S Old Betsy Rd",,,Keene,TX,"Johnson County",76059,US,"CC 0 Texas Natural Resources Information System"
720,"Cleburne Adventist Christian School","111 Meadow View Dr, Cleburne, TX, 76033-4511, USA","111 Meadow View Dr",Cleburne,TX,76033-4511,USA,PK-08,https://www.adventisteducation.org/schools/ANWFCN,"Cleburne Adventist Christian School is a K-8 multigrade school dedicated to providing a safe learning environment and balanced education for the body, mind, and soul of each student.",32.333272,-97.425842,1,range_interpolation,111,"Meadow View Dr",,,Cleburne,TX,"Johnson County",76033,US,"TIGER/Line® dataset from the US Census Bureau"
721,"Coggin Memorial School","6645 Downing St, Corpus Christi, TX, 78414-3535, USA","6645 Downing St","Corpus Christi",TX,78414-3535,USA,PK-08,https://www.adventisteducation.org/schools/ANWF24,"We seek to provide a Christ-centered education where students understand, experience, and share a personal faith in Jesus Christ becoming responsible citizens serving communities.",27.673979,-97.366014,1,range_interpolation,6645,"Downing St",,,"Corpus Christi",TX,"Nueces County",78414,US,"TIGER/Line® dataset from the US Census Bureau"
722,"Conroe Adventist Academy","3601 S Loop 336 E, Conroe, TX, 77301-6843, USA","3601 S Loop 336 E",Conroe,TX,77301-6843,USA,PK-08,https://www.adventisteducation.org/schools/ANWF27,"Conroe Adventist Academy is committed to creating a positive learning environment supporting students' physical, emotional, social, mental, and spiritual needs.",30.298541,-95.404375,1,rooftop,3601,"S Loop 336 E",,,Conroe,TX,"Montgomery County",77301,US,Montgomery
723,"Conroe Adventist Academy Preschool","3601 S Loop 336 E, Conroe, TX, 77301-6843, USA","3601 S Loop 336 E",Conroe,TX,77301-6843,USA,ECP,https://www.adventisteducation.org/schools/ANWF4B,[],30.298541,-95.404375,1,rooftop,3601,"S Loop 336 E",,,Conroe,TX,"Montgomery County",77301,US,Montgomery
724,"Cypress Bend Adventist Elementary School","2997 FM 728, Jefferson, TX, 75657-6503, USA","2997 FM 728",Jefferson,TX,75657-6503,USA,PK-08,https://www.adventisteducation.org/schools/ANWF30,[],32.806626,-94.403997,0.9,nearest_rooftop_match,3000,"Farm To Market Rd 728",,,Jefferson,TX,"Marion County",75657,US,"CC 0 Texas Natural Resources Information System"
725,"Dallas Christian Academy","4025 N Central Expy, Dallas, TX, 75204-3166, USA","4025 N Central Expy",Dallas,TX,75204-3166,USA,PK-10,https://www.adventisteducation.org/schools/ANWF33,"Dallas Christian Academy is a Pk-12 school with high academics that prepare students for professional success while instilling spiritual values for a life of service.",32.811714,-96.790943,0.9,range_interpolation,4025,"N Central Expy",,,Dallas,TX,"Dallas County",75204,US,"TIGER/Line® dataset from the US Census Bureau"
726,"El Paso Adventist Junior Academy","3510 George Dieter Dr, El Paso, TX, 79936-1209, USA","3510 George Dieter Dr","El Paso",TX,79936-1209,USA,PK-12,https://www.adventisteducation.org/schools/ANWI35,[],31.795601,-106.301688,1,rooftop,3510,"George Dieter Dr",,,"El Paso",TX,"El Paso County",79936,US,"CC 0 Texas Natural Resources Information System"
727,"Excel Adventist Academy","7950 W Fuqua Dr, Missouri City, TX, 77489-2455, USA","7950 W Fuqua Dr","Missouri City",TX,77489-2455,USA,PK-08,https://www.adventisteducation.org/schools/ANWBEX,"Excel Adventist Academy is dedicated to developing young minds in a caring Christian environment where development and academic excellence are strongly emphasized.",29.602027,-95.506345,1,rooftop,7950,"W Fuqua Dr",,,"Missouri City",TX,"Fort Bend County",77489,US,"City of Houston"
728,"Excel Adventist Academy Preschool","7950 W Fuqua Dr, Missouri City, TX, 77489-2455, USA","7950 W Fuqua Dr","Missouri City",TX,77489-2455,USA,ECP,https://www.adventisteducation.org/schools/ANWB29,[],29.602027,-95.506345,1,rooftop,7950,"W Fuqua Dr",,,"Missouri City",TX,"Fort Bend County",77489,US,"City of Houston"
729,"Fort Worth Adventist Junior Academy","3040 Sycamore School Rd, Fort Worth, TX, 76133-7771, USA","3040 Sycamore School Rd","Fort Worth",TX,76133-7771,USA,PK-08,https://www.adventisteducation.org/schools/ANWFFO,[],32.635969,-97.365345,1,rooftop,3040,"Sycamore School Rd",,,"Fort Worth",TX,"Tarrant County",76133,US,"Tarrant County"
730,"Garland Christian Adventist Pre School","1702 E Centerville Rd, Garland, TX, 75041-2104, USA","1702 E Centerville Rd",Garland,TX,75041-2104,USA,ECP,https://www.adventisteducation.org/schools/ANWF4J,[],32.889846,-96.60693,1,rooftop,1702,"E Centerville Rd",,,Garland,TX,"Dallas County",75041,US,"City of Garland"
731,"Garland Christian Adventist School","1702 E Centerville Rd, Garland, TX, 75041-2104, USA","1702 E Centerville Rd",Garland,TX,75041-2104,USA,PK-08,https://www.adventisteducation.org/schools/ANWFGZ,[],32.889846,-96.60693,1,rooftop,1702,"E Centerville Rd",,,Garland,TX,"Dallas County",75041,US,"City of Garland"
