,School Name,Full Address,Street Address,City,State,Zip Code,Country,School Type,Website,Description
695,Lawrenceburg Adventist School,"11 Valley Rd, Lawrenceburg, TN, 38464-6136, USA",11 Valley Rd,Lawrenceburg,TN,38464-6136,USA,PK-08,https://www.adventisteducation.org/schools/ANTI48,[]
696,Lester Coon Adventist School,"11429 Bates Rd, Apison, TN, 37302-9772, USA",11429 Bates Rd,Apison,TN,37302-9772,USA,PK-08,https://www.adventisteducation.org/schools/ANTF15,[]
697,Lighthouse Christian Academy,"360 W Economy Rd, Morristown, TN, 37814, USA",360 W Economy Rd,Morristown,TN,37814,USA,PK-08,https://www.adventisteducation.org/schools/ANTFC9,"Lighthouse Christian Academy is a Seventh-day Adventist school that seeks to partner with parents in the spiritual, academic, physical and practical education of each student."
698,Living Springs Christian Acad Preschool,"314 Delmer Salts Rd, Gray, TN, 37615-3243, USA",314 Delmer Salts Rd,Gray,TN,37615-3243,USA,ECP,https://www.adventisteducation.org/schools/ANTF35,[]
699,Living Springs Christian Academy,"314 Delmer Salts Rd, Gray, TN, 37615-3243, USA",314 Delmer Salts Rd,Gray,TN,37615-3243,USA,PK-08,https://www.adventisteducation.org/schools/ANTFH7,[]
700,Madison Academy,"100 Academy Road, Madison, TN, 37115, USA",100 Academy Road,Madison,TN,37115,USA,9-12,https://www.adventisteducation.org/schools/ANTI2L,"Madison Academy equips high school students to develop the 21st century skills that improve the quality of the family, the community, and the workforce."
701,Madison Campus Elementary,"1515 Sutherland Dr, Madison, TN, 37115-5054, USA",1515 Sutherland Dr,Madison,TN,37115-5054,USA,PK-08,https://www.adventisteducation.org/schools/ANTI60,"Madison Campus Elementary aims to keep our vision alive by, ""Successfully educating today’s child with eternal principles and academic excellence"".  Our faculty and staff are committed to our mission to: ""Magnify God, Cultivate disciples, and Excel academically""."
702,Memphis Junior Academy,"50 N Mendenhall Rd, Memphis, TN, 38117-2631, USA",50 N Mendenhall Rd,Memphis,TN,38117-2631,USA,PK-10,https://www.adventisteducation.org/schools/ANTI68,[]
703,Murfreesboro Adventist School,"2815 Elam Rd, Murfreesboro, TN, 37127-6135, USA",2815 Elam Rd,Murfreesboro,TN,37127-6135,USA,PK-08,https://www.adventisteducation.org/schools/ANTI72,"We believe that the best education results when Christ is at the center of all we do, the Bible is our foundation and students learn through a whole child approach––nurturing their growth spiritually, academically, physically and socially.  We invite you to visit us and learn more about how this happens at our school."
704,Ooltewah Adventist School,"9209 Amos Rd, Ooltewah, TN, 37363-8676, USA",9209 Amos Rd,Ooltewah,TN,37363-8676,USA,PK-08,https://www.adventisteducation.org/schools/ANTFE3,[]
705,Ridgetop Adventist Elementary School,"102 King St (no mail), Ridgetop, TN, 37152, USA",102 King St (no mail),Ridgetop,TN,37152,USA,PK-08,https://www.adventisteducation.org/schools/ANTI92,[]
706,Southern Adventist University,"4881 Taylor Circle, Collegedale, TN, 37315, USA",4881 Taylor Circle,Collegedale,TN,37315,USA,University,https://www.adventisteducation.org/schools/ANT1SO,[]
707,Standifer Gap SDA School,"8255 Standifer Gap Rd, Chattanooga, TN, 37421-5046, USA",8255 Standifer Gap Rd,Chattanooga,TN,37421-5046,USA,PK-08,https://www.adventisteducation.org/schools/ANTFH3,"Our goal is to nurture within each student a personal relationship with Jesus that encompasses their self-worth and enhances their academic, social, physical, and spiritual maturity."
708,Tullahoma SDA Christian School,"231 Turkey Creek Dr, Tullahoma, TN, 37388-4688, USA",231 Turkey Creek Dr,Tullahoma,TN,37388-4688,USA,PK-08,https://www.adventisteducation.org/schools/ANTITU,"Tullahoma Seventh-day Adventist School is a Christian school where each student is supported in their individual academic journey, providing an environment where learning is an adventure."
709,Woodbury SDA Elementary School,"1434 Hollow Springs Rd, Woodbury, TN, 37190-6043, USA",1434 Hollow Springs Rd,Woodbury,TN,37190-6043,USA,PK-08,https://www.adventisteducation.org/schools/ANTI99,[]
710,Abilene Junior Academy,"2542 E Overland Trl, Abilene, TX, 79601-6625, USA",2542 E Overland Trl,Abilene,TX,79601-6625,USA,PK-08,https://www.adventisteducation.org/schools/ANWIAB,"At Abilene Junior Academy, we promote academic excellence through a challenging curriculum and caring teachers."
711,Advent Ridge Academy,"1523 Old Ranch Road 12, San Marcos, TX, 78666-2921, USA",1523 Old Ranch Road 12,San Marcos,TX,78666-2921,USA,PK-10,https://www.adventisteducation.org/schools/ANWF2S,[]
712,Amarillo SDA Christian Academy,"1511 S Seminole St, Amarillo, TX, 79104-3605, USA",1511 S Seminole St,Amarillo,TX,79104-3605,USA,PK-08,https://www.adventisteducation.org/schools/ANWI2B,[]
713,Applegate Adventist Christian Academy,"4 Applegate Cir, Round Rock, TX, 78665-9417, USA",4 Applegate Cir,Round Rock,TX,78665-9417,USA,PK-08,https://www.adventisteducation.org/schools/ANWB20,[]
714,Applegate Adventist Jr. Acad Preschool,"4 Applegate Cir, Round Rock, TX, 78665-9417, USA",4 Applegate Cir,Round Rock,TX,78665-9417,USA,ECP,https://www.adventisteducation.org/schools/ANWB2B,[]
715,Bethel Adventist Church School,"489 S Kings Hwy, Texarkana, TX, 75501-9500, USA",489 S Kings Hwy,Texarkana,TX,75501-9500,USA,PK-08,https://www.adventisteducation.org/schools/ANWB30,Bethel Adventist Church School enrolls students in K-9th grades with an excellent student-teacher ratio.
716,Burleson Adventist School,"1635 Fox Ln, Burleson, TX, 76028-4336, USA",1635 Fox Ln,Burleson,TX,76028-4336,USA,PK-08,https://www.adventisteducation.org/schools/ANWF18,"Burleson Adventist School (BAS) is a Pre-K - 8th grade school offering a nurturing academic environment where students are being educated for eternity through love, faith, and service to God and man."
717,Burton Adventist Academy,"4611 Kelly Elliott Rd, Arlington, TX, 76017-1353, USA",4611 Kelly Elliott Rd,Arlington,TX,76017-1353,USA,PK-12,https://www.adventisteducation.org/schools/ANWF22,[]
718,Burton Little Angels,"4611 Kelly Elliott Rd, Arlington, TX, 76017-1353, USA",4611 Kelly Elliott Rd,Arlington,TX,76017-1353,USA,ECP,https://www.adventisteducation.org/schools/ANWF32,[]
719,Chisholm Trail Academy,"401 S Old Betsy Rd, Keene, TX, 76059-1412, USA",401 S Old Betsy Rd,Keene,TX,76059-1412,USA,9-12,https://www.adventisteducation.org/schools/ANWF1G,"Chisholm Trail Academy, a Seventh-day Adventist school fosters the development of a relationship with Jesus and a lifelong love of learning and service."
720,Cleburne Adventist Christian School,"111 Meadow View Dr, Cleburne, TX, 76033-4511, USA",111 Meadow View Dr,Cleburne,TX,76033-4511,USA,PK-08,https://www.adventisteducation.org/schools/ANWFCN,"Cleburne Adventist Christian School is a K-8 multigrade school dedicated to providing a safe learning environment and balanced education for the body, mind, and soul of each student."
721,Coggin Memorial School,"6645 Downing St, Corpus Christi, TX, 78414-3535, USA",6645 Downing St,Corpus Christi,TX,78414-3535,USA,PK-08,https://www.adventisteducation.org/schools/ANWF24,"We seek to provide a Christ-centered education where students understand, experience, and share a personal faith in Jesus Christ becoming responsible citizens serving communities."
722,Conroe Adventist Academy,"3601 S Loop 336 E, Conroe, TX, 77301-6843, USA",3601 S Loop 336 E,Conroe,TX,77301-6843,USA,PK-08,https://www.adventisteducation.org/schools/ANWF27,"Conroe Adventist Academy is committed to creating a positive learning environment supporting students' physical, emotional, social, mental, and spiritual needs."
723,Conroe Adventist Academy Preschool,"3601 S Loop 336 E, Conroe, TX, 77301-6843, USA",3601 S Loop 336 E,Conroe,TX,77301-6843,USA,ECP,https://www.adventisteducation.org/schools/ANWF4B,[]
724,Cypress Bend Adventist Elementary School,"2997 FM 728, Jefferson, TX, 75657-6503, USA",2997 FM 728,Jefferson,TX,75657-6503,USA,PK-08,https://www.adventisteducation.org/schools/ANWF30,[]
725,Dallas Christian Academy,"4025 N Central Expy, Dallas, TX, 75204-3166, USA",4025 N Central Expy,Dallas,TX,75204-3166,USA,PK-10,https://www.adventisteducation.org/schools/ANWF33,Dallas Christian Academy is a Pk-12 school with high academics that prepare students for professional success while instilling spiritual values for a life of service.
726,El Paso Adventist Junior Academy,"3510 George Dieter Dr, El Paso, TX, 79936-1209, USA",3510 George Dieter Dr,El Paso,TX,79936-1209,USA,PK-12,https://www.adventisteducation.org/schools/ANWI35,[]
727,Excel Adventist Academy,"7950 W Fuqua Dr, Missouri City, TX, 77489-2455, USA",7950 W Fuqua Dr,Missouri City,TX,77489-2455,USA,PK-08,https://www.adventisteducation.org/schools/ANWBEX,Excel Adventist Academy is dedicated to developing young minds in a caring Christian environment where development and academic excellence are strongly emphasized.
728,Excel Adventist Academy Preschool,"7950 W Fuqua Dr, Missouri City, TX, 77489-2455, USA",7950 W Fuqua Dr,Missouri City,TX,77489-2455,USA,ECP,https://www.adventisteducation.org/schools/ANWB29,[]
729,Fort Worth Adventist Junior Academy,"3040 Sycamore School Rd, Fort Worth, TX, 76133-7771, USA",3040 Sycamore School Rd,Fort Worth,TX,76133-7771,USA,PK-08,https://www.adventisteducation.org/schools/ANWFFO,[]
730,Garland Christian Adventist Pre School,"1702 E Centerville Rd, Garland, TX, 75041-2104, USA",1702 E Centerville Rd,Garland,TX,75041-2104,USA,ECP,https://www.adventisteducation.org/schools/ANWF4J,[]
731,Garland Christian Adventist School,"1702 E Centerville Rd, Garland, TX, 75041-2104, USA",1702 E Centerville Rd,Garland,TX,75041-2104,USA,PK-08,https://www.adventisteducation.org/schools/ANWFGZ,[]
732,Houston Adventist Academy,"11735 Grant Rd, Cypress, TX, 77429-2973, USA",11735 Grant Rd,Cypress,TX,77429-2973,USA,PK-12,https://www.adventisteducation.org/schools/ANWFTH,"Houston Adventist Academy focuses on every student's academic success. However, we do not stop there. We give an equal priority to developing and solidifying our students relationship with Christ."
733,Joshua Adventist Multi-Grade School,"1912 Conveyor Dr, Joshua, TX, 76058-0329, USA",1912 Conveyor Dr,Joshua,TX,76058-0329,USA,PK-08,https://www.adventisteducation.org/schools/ANWF54,[]
734,Katy Adventist Christian Preschool,"1913 East Ave, Katy, TX, 77493-1646, USA",1913 East Ave,Katy,TX,77493-1646,USA,ECP,https://www.adventisteducation.org/schools/ANWF46,[]
735,Katy Adventist Christian School,"1913 East Ave, Katy, TX, 77493-1646, USA",1913 East Ave,Katy,TX,77493-1646,USA,PK-08,https://www.adventisteducation.org/schools/ANWFKC,"Katy Adventist Christian School provides a Christ-centered place of spiritual and academic learning where students are given the opportunity to develop their mind, body, and spirit."
736,Keene Adventist Elementary School,"302 Pecan St, Keene, TX, 76059-2208, USA",302 Pecan St,Keene,TX,76059-2208,USA,PK-08,https://www.adventisteducation.org/schools/ANWF57,[]
737,Keene Preschool,"302 Pecan St, Keene, TX, 76059-2208, USA",302 Pecan St,Keene,TX,76059-2208,USA,ECP,https://www.adventisteducation.org/schools/ANWF37,[]
738,Killeen Adventist Junior Academy,"3412 Lake Rd, Killeen, TX, 76543-3823, USA",3412 Lake Rd,Killeen,TX,76543-3823,USA,PK-10,https://www.adventisteducation.org/schools/ANWF60,Killeen Adventist Junior Academy is committed to providing a quality education in a Christ-filled environment.
739,Killeen Adventist Junior Academy Prescho,"3412 Lake Rd, Killeen, TX, 76543-3823, USA",3412 Lake Rd,Killeen,TX,76543-3823,USA,ECP,https://www.adventisteducation.org/schools/ANWF2Y,[]
740,Lubbock Junior Academy,"5302 Elgin Ave, Lubbock, TX, 79413-4928, USA",5302 Elgin Ave,Lubbock,TX,79413-4928,USA,PK-10,https://www.adventisteducation.org/schools/ANWILJ,[]
741,North Dallas Academy Sentinels Preschool,"2800 Custer Pkwy, Richardson, TX, 75080-1633, USA",2800 Custer Pkwy,Richardson,TX,75080-1633,USA,ECP,https://www.adventisteducation.org/schools/ANWF4T,[]
742,North Dallas Adventist Academy,"2800 Custer Pkwy, Richardson, TX, 75080-1633, USA",2800 Custer Pkwy,Richardson,TX,75080-1633,USA,PK-12,https://www.adventisteducation.org/schools/ANWF75,"NORTH DALLAS ADVENTIST ACADEMY is a family-like, private Christian school dedicated to making world class education available at an attainable price. With a spirit of inclusion, our open enrollment welcomes a culturally diverse student population from all faiths."
743,Scenic Hills Christian Academy,"11223 Bandera Rd, San Antonio, TX, 78250-6817, USA",11223 Bandera Rd,San Antonio,TX,78250-6817,USA,PK-10,https://www.adventisteducation.org/schools/ANWF90,[]
744,Scenic Hills Christian Academy Preschool,"11223 Bandera Rd, San Antonio, TX, 78250-6817, USA",11223 Bandera Rd,San Antonio,TX,78250-6817,USA,ECP,https://www.adventisteducation.org/schools/ANWF2X,[]
745,South Texas Christian Academy,"7001 N Ware Rd, McAllen, TX, 78504-5330, USA",7001 N Ware Rd,McAllen,TX,78504-5330,USA,PK-12,https://www.adventisteducation.org/schools/ANWF99,[]
746,South Texas Christian Academy Preschool,"7001 N Ware Ed, McAllen, TX, 78504, USA",7001 N Ware Ed,McAllen,TX,78504,USA,ECP,https://www.adventisteducation.org/schools/ANWF2W,[]
747,Southwest Adventist Jr Acad Preschool,"1600 Bonnie View Rd, Dallas, TX, 75203-4511, USA",1600 Bonnie View Rd,Dallas,TX,75203-4511,USA,ECP,https://www.adventisteducation.org/schools/ANWB27,[]
748,Southwest Adventist Junior Academy,"1600 Bonnie View Rd, Dallas, TX, 75203-4511, USA",1600 Bonnie View Rd,Dallas,TX,75203-4511,USA,PK-08,https://www.adventisteducation.org/schools/ANWB1F,[]
749,Southwestern Adventist University,"100 W Hillcrest St, Keene, TX, 76059-1922, USA",100 W Hillcrest St,Keene,TX,76059-1922,USA,University,https://www.adventisteducation.org/schools/ANW13B,[]
750,Stonehill Christian Academy,"4301 Kelly Ln, Pflugerville, TX, 78660-5846, USA",4301 Kelly Ln,Pflugerville,TX,78660-5846,USA,PK-08,https://www.adventisteducation.org/schools/ANWF13,We seek to provide a Christ-centered education where students experience and share a personal faith in Jesus Christ becoming responsible citizens who serve communities.
751,Stonehill Christian Academy Preschool,"4301 Kelly Ln, Pflugerville, TX, 78660-5846, USA",4301 Kelly Ln,Pflugerville,TX,78660-5846,USA,ECP,https://www.adventisteducation.org/schools/ANWF2V,[]
752,Tiny Tigers Preschool,"11735 Grant Rd, Cypress, TX, 77429-2973, USA",11735 Grant Rd,Cypress,TX,77429-2973,USA,ECP,https://www.adventisteducation.org/schools/ANWF2F,[]
753,Tyler Adventist School,"2931 S Southeast Loop 323, Tyler, TX, 75701-7318, USA",2931 S Southeast Loop 323,Tyler,TX,75701-7318,USA,PK-08,https://www.adventisteducation.org/schools/ANWF96,"Tyler Adventist School, a Seventh-day Adventist Christian school, is dedicated to helping students be heaven bound as they achieve academic excellence."
754,Summit Christian Academy,"4020 S 900 E, Salt Lake City, UT, 84124-1169, USA",4020 S 900 E,Salt Lake City,UT,84124-1169,USA,K-08,https://www.adventisteducation.org/schools/ANPF55,[]
755,Caledonia Christian School,"54 Southard St, St Johnsbury, VT, 05819-1148, USA",54 Southard St,St Johnsbury,VT,05819-1148,USA,PK-10,https://www.adventisteducation.org/schools/AN4I85,[]
756,C F Richards Christian School,"414 Sterling St, Staunton, VA, 24401-5035, USA",414 Sterling St,Staunton,VA,24401-5035,USA,PK-08,https://www.adventisteducation.org/schools/ANBM18,[]
757,C F Richards Christian School ECP,"414 Sterling St, Staunton, VA, 24401-5035, USA",414 Sterling St,Staunton,VA,24401-5035,USA,ECP,https://www.adventisteducation.org/schools/ANBM2E,[]
758,Calvary Preschool,"1200 17th St, Newport News, VA, 23607-5910, USA",1200 17th St,Newport News,VA,23607-5910,USA,ECP,https://www.adventisteducation.org/schools/ANB42H,[]
759,Calvary Seventh-day Adventist School,"1200 17th St, Newport News, VA, 23607-5910, USA",1200 17th St,Newport News,VA,23607-5910,USA,PK-08,https://www.adventisteducation.org/schools/ANB420,"We are located in Newport News and our faculty is dedicated to guiding students as they grow and develop, putting them on a successful path for life."
760,Desmond T Doss Christian Academy,"19 George St, Lynchburg, VA, 24502-4837, USA",19 George St,Lynchburg,VA,24502-4837,USA,PK-10,https://www.adventisteducation.org/schools/ANBM48,"Desmond T. Doss Christian Academy is dedicated to the academic and spiritual excellence of your child. We offer a high-quality, student-centered education."
761,Emmanuel Learning Daycare Center,"1806 Parker Ave, South Boston, VA, 24592-2115, USA",1806 Parker Ave,South Boston,VA,24592-2115,USA,ECP,https://www.adventisteducation.org/schools/ANB62C,[]
762,Ephesus Adventist Junior Academy,"3700 Midlothian Tpke, Richmond, VA, 23224-1310, USA",3700 Midlothian Tpke,Richmond,VA,23224-1310,USA,PK-08,https://www.adventisteducation.org/schools/ANB4EP,[]
763,Manassas Adventist Preparatory School,"8225 Barrett Dr, Manassas, VA, 20109-3536, USA",8225 Barrett Dr,Manassas,VA,20109-3536,USA,PK-08,https://www.adventisteducation.org/schools/ANBM27,"The Manassas Adventist Preparatory School (MAPS) family exists to show children Jesus, nurture their love for Him and others, teach them to think, and empower them to serve."
764,Melrose Adventist Child Dev Center,"1523 Melrose Ave NW, Roanoke, VA, 24017-4113, USA",1523 Melrose Ave NW,Roanoke,VA,24017-4113,USA,ECP,https://www.adventisteducation.org/schools/ANB626,[]
765,Richmond Academy,"12285 Patterson Ave, Richmond, VA, 23238-6403, USA",12285 Patterson Ave,Richmond,VA,23238-6403,USA,PK-12,https://www.adventisteducation.org/schools/ANBM60,[]
766,Roanoke Adventist Christian School,"4120 Challenger Ave, Roanoke, VA, 24012-6736, USA",4120 Challenger Ave,Roanoke,VA,24012-6736,USA,PK-08,https://www.adventisteducation.org/schools/ANBM54,Roanoke Adventist Christian School (RACS) has provided continuous Seventh-day education in the Roanoke Valley for over 80 years.
767,Shenandoah Valley Academy,"234 W Lee Hwy, New Market, VA, 22844-9529, USA",234 W Lee Hwy,New Market,VA,22844-9529,USA,9-12,https://www.adventisteducation.org/schools/ANBM3B,"Shenandoah Valley Academy - Serve Christ, Value Knowledge, Accept a Life of Service"
768,Shenandoah Valley Adventist Elem ECP,"115 Bindery Rd, New Market, VA, 22844-9519, USA",115 Bindery Rd,New Market,VA,22844-9519,USA,ECP,https://www.adventisteducation.org/schools/ANBM2D,[]
769,Shenandoah Valley Adventist Elementary,"115 Bindery Rd, New Market, VA, 22844-9519, USA",115 Bindery Rd,New Market,VA,22844-9519,USA,PK-08,https://www.adventisteducation.org/schools/ANBM66,"Shenandoah Valley Adventist Elementary exists to bring students into a saving relationship with Jesus Christ through their spiritual, mental, and physical development."
770,Stanley SDA School,"118 Church Ave, Stanley, VA, 22851-3600, USA",118 Church Ave,Stanley,VA,22851-3600,USA,PK-08,https://www.adventisteducation.org/schools/ANBM72,"The mission of Stanley Seventh-day Adventist School, an Adventist Christian school,  to honor God by developing young minds, building strong character, and nurturing courageous leaders. "
771,Tappahannock Junior Academy,"170 Melody Ct, Tappahannock, VA, 22560, USA",170 Melody Ct,Tappahannock,VA,22560,USA,PK-08,https://www.adventisteducation.org/schools/ANBM75,"Tappahannock Junior Academy, a Seventh-day Adventist Christian school, is dedicated to nurturing each student to do their best by God's strength in body, mind, and spirit."
772,Tidewater Adventist Academy,"1136 Centerville Tpke N, Chesapeake, VA, 23320-3024, USA",1136 Centerville Tpke N,Chesapeake,VA,23320-3024,USA,PK-08,https://www.adventisteducation.org/schools/ANBM78,"Tidewater Adventist Academy is a school family where students, families, and teachers partner together to foster a positive learning environment where Jesus’ love shines brightly."
773,Tree of Life Christian Preparatory Schl,"6050 Plank Rd, Fredericksburg, VA, 22407-6234, USA",6050 Plank Rd,Fredericksburg,VA,22407-6234,USA,PK-08,https://www.adventisteducation.org/schools/ANBM30,[]
774,Vienna Adventist Academy,"340 Courthouse Rd SW, Vienna, VA, 22180-6236, USA",340 Courthouse Rd SW,Vienna,VA,22180-6236,USA,PK-10,https://www.adventisteducation.org/schools/ANBM84,"The mission of Vienna Adventist Academy is to provide a Christ-centered quality education, promote balanced character development, and prepare students for citizenship in today's world and God's kingdom."
775,Vienna Adventist Academy ECP,"340 Courthouse Rd SW, Vienna, VA, 22180-6236, USA",340 Courthouse Rd SW,Vienna,VA,22180-6236,USA,ECP,https://www.adventisteducation.org/schools/ANBM2A,[]
776,Auburn Adventist Academy,"5000 Auburn Way S, Auburn, WA, 98092-7204, USA",5000 Auburn Way S,Auburn,WA,98092-7204,USA,9-12,https://www.adventisteducation.org/schools/ANIM16,"Auburn Adventist Academy equips students with the tools of thought, excellence, and faith in a values-based Christian high school where every student is family."
777,Baker View Christian School,"5353 Waschke Rd, Bellingham, WA, 98226-9612, USA",5353 Waschke Rd,Bellingham,WA,98226-9612,USA,PK-08,https://www.adventisteducation.org/schools/ANIM13,[]
778,Brewster Adventist Christian School,"115 Valley Rd, Brewster, WA, 98812-9512, USA",115 Valley Rd,Brewster,WA,98812-9512,USA,PK-08,https://www.adventisteducation.org/schools/ANII18,"The Brewster Adventist Christian School, a Seventh-day Adventist Christian School,  exists to show children Jesus, nurture their love for Him and others, teach them to think, and empower them to serve."
779,Brite Beginnings Preschool &amp; Daycare,"1601 W Valley Rd, Moses Lake, WA, 98837-1466, USA",1601 W Valley Rd,Moses Lake,WA,98837-1466,USA,ECP,https://www.adventisteducation.org/schools/ANII26,[]
780,Buena Vista Seventh-day Adventist School,"3320 Academy Dr SE, Auburn, WA, 98092-7341, USA",3320 Academy Dr SE,Auburn,WA,98092-7341,USA,PK-08,https://www.adventisteducation.org/schools/ANIM15,Buena Vista SDA Schoool is a nationally accreditted school offering a quality Christian education where teachers and parents partner to create an optimal learning environment.
781,Cascade Christian Academy,"600 N Western Ave, Wenatchee, WA, 98801-1204, USA",600 N Western Ave,Wenatchee,WA,98801-1204,USA,PK-12,https://www.adventisteducation.org/schools/ANIICA,[]
782,Cascade Christian Childcare &amp; Preschool,"1906 Academy St, Wenatchee, WA, 98801-1291, USA",1906 Academy St,Wenatchee,WA,98801-1291,USA,ECP,https://www.adventisteducation.org/schools/ANII2C,[]
783,Cedarbrook Adventist Christian School,"461 Kennedy Rd, Port Hadlock, WA, 98339-9719, USA",461 Kennedy Rd,Port Hadlock,WA,98339-9719,USA,PK-08,https://www.adventisteducation.org/schools/ANIM42,"Cedarbrook Adventist Christian School exists to provide a Christian atmosphere and curriculum which promotes love and respect for God, others, and for oneself."
784,Columbia Adventist Academy,"11100 NE 189th St, Battle Ground, WA, 98604-6112, USA",11100 NE 189th St,Battle Ground,WA,98604-6112,USA,9-12,https://www.adventisteducation.org/schools/ANIF1Q,[]
785,Colville Valley Junior Academy,"139 E Cedar Loop, Colville, WA, 99114-9237, USA",139 E Cedar Loop,Colville,WA,99114-9237,USA,PK-08,https://www.adventisteducation.org/schools/ANII27,[]
786,Crestview Christian School,"1601 W Valley Rd, Moses Lake, WA, 98837-1466, USA",1601 W Valley Rd,Moses Lake,WA,98837-1466,USA,PK-08,https://www.adventisteducation.org/schools/ANII63,[]
787,Cypress Adventist School,"21500 Cypress Way, Lynnwood, WA, 98036-7939, USA",21500 Cypress Way,Lynnwood,WA,98036-7939,USA,PK-08,https://www.adventisteducation.org/schools/ANIM24,"Quality Christian Education in a loving, close-knit community with affordable tuition. True education develops the spiritual, mental, and physical powers of each student."
788,Enumclaw Adventist Christian School,"3333 Griffin Ave, Enumclaw, WA, 98022-8321, USA",3333 Griffin Ave,Enumclaw,WA,98022-8321,USA,PK-08,https://www.adventisteducation.org/schools/ANIM30,[]
789,Forest Park Adventist Christian School,"4120 Federal Ave, Everett, WA, 98203-2117, USA",4120 Federal Ave,Everett,WA,98203-2117,USA,PK-08,https://www.adventisteducation.org/schools/ANIM33,"Forest Park Adventist Christian School is committed to providing quality education in a Christ-filled environment. We follow Jesus' example by nurturing each child's growth as a whole person: academically, physically, spiritually, and socially."
790,Goldendale Adventist School,"47 Bickleton Hwy, Goldendale, WA, 98620, USA",47 Bickleton Hwy,Goldendale,WA,98620,USA,PK-08,https://www.adventisteducation.org/schools/ANII42,"Kindergarten through 8th grades, We are growing to meet the needs of the educating system with a Christ centered school."
791,Grays Harbor Adventist Christian School,"1216 State Route 12, Montesano, WA, 98563, USA",1216 State Route 12,Montesano,WA,98563,USA,PK-08,https://www.adventisteducation.org/schools/ANIM39,"The Grays Harbor Adventist Christian School family exists to show children Jesus, nurture their love for Him and others, teach them to think, and empower them to serve."
792,Journey Christian School,"96 Garden St, Kelso, WA, 98626-1969, USA",96 Garden St,Kelso,WA,98626-1969,USA,PK-08,https://www.adventisteducation.org/schools/ANIF57,[]
793,Kirkland Seventh-day Adventist School,"5320 108th Ave NE, Kirkland, WA, 98033-7517, USA",5320 108th Ave NE,Kirkland,WA,98033-7517,USA,PK-08,https://www.adventisteducation.org/schools/ANIM45,"Kirkland Seventh-day Adventist School is an elementary school located in Kirkland, Washington. It is our purpose to teach our students to grow every day in our love for God, to instill a passion for learning, and to create a life of impact."
794,Kitsap Adventist  Christian School,"5088 NW Taylor Rd, Bremerton, WA, 98312-8803, USA",5088 NW Taylor Rd,Bremerton,WA,98312-8803,USA,PK-08,https://www.adventisteducation.org/schools/ANIM48,"Kitsap Adventist Christian School partners with families to provide students a Bible-based education with academic excellence, thereby equipping students to serve and influence our world for God."
795,Lewis County Adventist Preschool,"2102 S Scheuber Rd, Chehalis, WA, 98532-9635, USA",2102 S Scheuber Rd,Chehalis,WA,98532-9635,USA,ECP,https://www.adventisteducation.org/schools/ANIML1,[]
796,Lewis County Adventist School,"2102 S Scheuber Rd, Chehalis, WA, 98532-9635, USA",2102 S Scheuber Rd,Chehalis,WA,98532-9635,USA,PK-10,https://www.adventisteducation.org/schools/ANIM51,[]
797,Meadow Glade Adventist Elementary,"18717 NE 109th Ave, Battle Ground, WA, 98604-6115, USA",18717 NE 109th Ave,Battle Ground,WA,98604-6115,USA,PK-08,https://www.adventisteducation.org/schools/ANIF78,"Meadow Glade Adventist Elementary, we inspire all God's children to walk with Jesus and quip them with skills they need for this life and eternity."
798,Northwest Christian School,"904 Shaw Rd, Puyallup, WA, 98372-5211, USA",904 Shaw Rd,Puyallup,WA,98372-5211,USA,PK-08,https://www.adventisteducation.org/schools/ANIM57,"A member of the worldwide system of Seventh-day Adventist education, Northwest Christian School has been offering premium Christian education for over sixty years. Serving the children of Puyallup, Sumner, Tacoma, and beyond."
799,Olympia Christian School,"1215 Ethel St, Olympia, WA, 98502-4463, USA",1215 Ethel St,Olympia,WA,98502-4463,USA,PK-08,https://www.adventisteducation.org/schools/ANIM66,The Olympia Christian School family exists to prepare our students through quality Christian education to serve God and our community.
800,Omak Adventist Christian School,"425 W 2nd St, Omak, WA, 98841, USA",425 W 2nd St,Omak,WA,98841,USA,PK-08,https://www.adventisteducation.org/schools/ANII21,"Omak Adventist Christian School exists to promote academic excellence, spiritual growth, and physical fitness so its students can serve God and others."
801,Orcas Christian School,"107 Enchanted Forest Rd, Eastsound, WA, 98245-8905, USA",107 Enchanted Forest Rd,Eastsound,WA,98245-8905,USA,PK-12,https://www.adventisteducation.org/schools/ANIMOS,[]
802,Palisades Christian Academy,"1115 N Government Way, Spokane, WA, 99224-5247, USA",1115 N Government Way,Spokane,WA,99224-5247,USA,PK-10,https://www.adventisteducation.org/schools/ANII96,[]
803,Palisades Christian Learning Center,"1115 N Government Way, Spokane, WA, 99224-5247, USA",1115 N Government Way,Spokane,WA,99224-5247,USA,ECP,https://www.adventisteducation.org/schools/ANII2A,[]
804,Peaceful Valley Christian School,"32084D Highway 97, Tonasket, WA, 98855-9206, USA",32084D Highway 97,Tonasket,WA,98855-9206,USA,PK-08,https://www.adventisteducation.org/schools/ANII30,[]
805,Peninsula Adventist Elementary School,"255 Medsker Rd, Sequim, WA, 98382-8516, USA",255 Medsker Rd,Sequim,WA,98382-8516,USA,PK-08,https://www.adventisteducation.org/schools/ANIM72,[]
806,Poulsbo Adventist School,"1700 NE Lincoln Rd, Poulsbo, WA, 98370-8549, USA",1700 NE Lincoln Rd,Poulsbo,WA,98370-8549,USA,PK-08,https://www.adventisteducation.org/schools/ANIM69,[]
