School Name,Full Address,Street Address,Street Number,Street,City,County,State/Province,Zip (5-digit),Zip (full),Country,School Type,Website,Description,Latitude,Longitude,Preschool,Kindergarten,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,University/College
Verde Valley Adventist School,"51 W Mingus Ave, Cottonwood, AZ, 86326, USA",51 W Mingus Ave,51,W Mingus Ave,Cottonwood,Yavapai County,AZ,86326,86326,USA,K-08,https://www.adventisteducation.org/schools/ANP490,,34.738946,-112.028624,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Yuma Adventist Christian School,"1681 S 6th Ave, Yuma, AZ, 85364-5557, USA",1681 S 6th Ave,1681,S 6th Ave,Yuma,Yuma County,AZ,85364,85364-5557,USA,K-08,https://www.adventisteducation.org/schools/ANP495,,32.697094,-114.626542,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Bentonville SDA Preschool,"2522 SE 14th St, Bentonville, AR, 72712-6960, USA",2522 SE 14th St,2522,SE 14th St,Bentonville,Benton County,AR,72712,72712-6960,USA,ECP,https://www.adventisteducation.org/schools/ANW42A,,36.355049,-94.182245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bentonville SDA School,"2522 SE 14th St, Bentonville, AR, 72712-6960, USA",2522 SE 14th St,2522,SE 14th St,Bentonville,Benton County,AR,72712,72712-6960,USA,PK-08,https://www.adventisteducation.org/schools/ANW413,"The Bentonville Seventh-day Adventist School is dedicated to the preparation of young people for unselfish service to God, their community and humanity.",36.355049,-94.182245,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Ewing Adventist Junior Academy,"709 Adventist Church Rd, Bonnerdale, AR, 71933-6736, USA",709 Adventist Church Rd,709,Adventist Church Rd,Bonnerdale,Hot Spring County,AR,71933,71933-6736,USA,PK-10,https://www.adventisteducation.org/schools/ANW416,"Ewing Adventist Junior Academy exists to show children Jesus, nurture their love for Him and others, teach them to think, equip them with academic excellence and empower them to serve.",34.362814,-93.396872,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
Harrison SDA School,"4877 Highway 392 W, Harrison, AR, 72601-9698, USA",4877 Highway 392 W,4877,Highway 392 W,Harrison,Boone County,AR,72601,72601-9698,USA,PK-08,https://www.adventisteducation.org/schools/ANW432,The Harrison Seventh Day Adventist School recognizes God as the ultimate source of existence and truth. We encourage each student to reach their maximum best academically and personally.,36.235062,-93.186671,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Hot Springs Adventist School,"401 Weston Rd, Hot Springs, AR, 71913-5356, USA",401 Weston Rd,401,Weston Rd,Hot Springs,Garland County,AR,71913,71913-5356,USA,PK-08,https://www.adventisteducation.org/schools/ANW436,"Located on a scenic hilltop in beautiful Hot Springs, Arkansas, Hot Springs Adventist School offers Christian education for Kindergarten through 8th grade.",34.484432,-93.113419,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Little Rock Adventist Academy,"8708 N Rodney Parham Rd, Little Rock, AR, 72205-1601, USA",8708 N Rodney Parham Rd,8708,N Rodney Parham Rd,Little Rock,Pulaski County,AR,72205,72205-1601,USA,PK-10,https://www.adventisteducation.org/schools/ANW456,"The Little Rock Adventist Academy family exists to show children Jesus, nurture their love for Him and others, teach them to think, and empower them to serve.",34.757672,-92.371444,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
Little Rock Adventist Preschool,"8708 N Rodney Parham Rd, Little Rock, AR, 72205-1601, USA",8708 N Rodney Parham Rd,8708,N Rodney Parham Rd,Little Rock,Pulaski County,AR,72205,72205-1601,USA,ECP,https://www.adventisteducation.org/schools/ANW42B,,34.757672,-92.371444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ozark Adventist Academy,"20997 Dawn Hill East Rd, Gentry, AR, 72734-8870, USA",20997 Dawn Hill East Rd,20997,Dawn Hill East Rd,Gentry,Benton County,AR,72734,72734-8870,USA,09-12,https://www.adventisteducation.org/schools/ANW42Q,Ozark Adventist Academy is a Christian co-educational college preparatory boarding school dedicated to educational excellence in a Christ-centered environment.,36.237494,-94.499217,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
Ozark Adventist Preschool,"21150 Dawn Hill East Rd, Gentry, AR, 72734-8895, USA",21150 Dawn Hill East Rd,21150,Dawn Hill East Rd,Gentry,Benton County,AR,72734,72734-8895,USA,ECP,https://www.adventisteducation.org/schools/ANW42C,,36.237162,-94.502729,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ozark Adventist School,"21150 Dawn Hill East Rd, Gentry, AR, 72734-8895, USA",21150 Dawn Hill East Rd,21150,Dawn Hill East Rd,Gentry,Benton County,AR,72734,72734-8895,USA,PK-08,https://www.adventisteducation.org/schools/ANW468,"Ozark Adventist School, a Seventh-day Adventist Christian school, strives for each student to grow in a relationship with God, pursue academic excellence, and serve others.",36.237162,-94.502729,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Shiloh Excel Christian School,"2420 S Maple St, Little Rock, AR, 72204-5420, USA",2420 S Maple St,2420,S Maple St,Little Rock,Pulaski County,AR,72204,72204-5420,USA,PK-08,https://www.adventisteducation.org/schools/ANWB60,,34.729339,-92.31528,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
A+ Adventist Children's Center,"234 N Isabel St, Glendale, CA, 91206-4317, USA",234 N Isabel St,234,N Isabel St,Glendale,Los Angeles County,CA,91206,91206-4317,USA,ECP,https://www.adventisteducation.org/schools/ANPP13,,34.148769,-118.248702,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACES of Red Bluff,"720 S Jackson St, Red Bluff, CA, 96080-4247, USA",720 S Jackson St,720,S Jackson St,Red Bluff,Tehama County,CA,96080,96080-4247,USA,K-08,https://www.adventisteducation.org/schools/ANPIA9,Adventist Christian elementary Schools purpose is to help our children to know Jesus and develop academically to reach Gods highest potential for them.,40.163543,-122.238012,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
ACS of Yuba City,"369 Harding Rd, Yuba City, CA, 95993-5114, USA",369 Harding Rd,369,Harding Rd,Yuba City,Sutter County,CA,95993,95993-5114,USA,K-08,https://www.adventisteducation.org/schools/ANPIF9,,39.122132,-121.653635,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Adventist Edu. Simi Valley Preschool,"1636 Sinaloa Rd, Simi Valley, CA, 93065-3034, USA",1636 Sinaloa Rd,1636,Sinaloa Rd,Simi Valley,Ventura County,CA,93065,93065-3034,USA,ECP,https://www.adventisteducation.org/schools/ANPP2I,,34.268142,-118.785595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adventist Education Simi Valley,"1636 Sinaloa Rd, Simi Valley, CA, 93065-3034, USA",1636 Sinaloa Rd,1636,Sinaloa Rd,Simi Valley,Ventura County,CA,93065,93065-3034,USA,K-08,https://www.adventisteducation.org/schools/ANPP84,,34.268142,-118.785595,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Adventist Union School,"15548 Santa Ana Ave, Bellflower, CA, 90706-3547, USA",15548 Santa Ana Ave,15548,Santa Ana Ave,Bellflower,Los Angeles County,CA,90706,90706-3547,USA,K-08,https://www.adventisteducation.org/schools/ANPP20,,33.891708,-118.135375,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Antelope Valley Adventist School,"45002 Fern Ave, Lancaster, CA, 93534-2486, USA",45002 Fern Ave,45002,Fern Ave,Lancaster,Los Angeles County,CA,93534,93534-2486,USA,K-08,https://www.adventisteducation.org/schools/ANPP24,Antelope Valley Adventist School prepares students for a life of purpose and service by teaching critical thinking and nurturing a genuine love for Christ and others.,34.69997,-118.144376,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Armona Union Academy,"14435 Locust St, Armona, CA, 93202, USA",14435 Locust St,14435,Locust St,Armona,Kings County,CA,93202,93202,USA,K-12,https://www.adventisteducation.org/schools/ANP816,A TK-12 Seventh-day Adventist Christian school serving Kings and Tulare Counties since 1904,36.31693,-119.716688,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Azure Hills Children's Center,"22577 City Center Ct, Grand Terrace, CA, 92313-5563, USA",22577 City Center Ct,22577,City Center Ct,Grand Terrace,San Bernardino County,CA,92313,92313-5563,USA,ECP,https://www.adventisteducation.org/schools/ANPMC2,,34.032399,-117.313127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bakersfield Adventist Academy,"3333 Bernard St, Bakersfield, CA, 93306-3005, USA",3333 Bernard St,3333,Bernard St,Bakersfield,Kern County,CA,93306,93306-3005,USA,K-12,https://www.adventisteducation.org/schools/ANP81B,,35.391847,-118.957092,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Bayside SDA Christian School,"26400 Gading Rd, Hayward, CA, 94544-3617, USA",26400 Gading Rd,26400,Gading Rd,Hayward,Alameda County,CA,94544,94544-3617,USA,PK-08,https://www.adventisteducation.org/schools/ANPI15,,37.64306,-122.080842,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Bishop Adventist Christian School,"730 Home St, Bishop, CA, 93514-2316, USA",730 Home St,730,Home St,Bishop,Inyo County,CA,93514,93514-2316,USA,K-08,https://www.adventisteducation.org/schools/ANPF15,,37.367485,-118.402055,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Bishop Rainbow Connection,"730 Home St, Bishop, CA, 93514-2316, USA",730 Home St,730,Home St,Bishop,Inyo County,CA,93514,93514-2316,USA,ECP,https://www.adventisteducation.org/schools/ANPFBR,,37.367485,-118.402055,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calexico Mission School,"601 E 1st St, Calexico, CA, 92231-3022, USA",601 E 1st St,601,E 1st St,Calexico,Imperial County,CA,92231,92231-3022,USA,K-12,https://www.adventisteducation.org/schools/ANPM18,"Calexico Mission School is a K-12th grade, Seventh-day Adventist academy with a 85-year tradition of providing academic excellence and service in a caring, Christian environment.",32.665746,-115.490721,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Central Valley Christian Academy,"2020 Academy Pl, Ceres, CA, 95307-1516, USA",2020 Academy Pl,2020,Academy Pl,Ceres,Stanislaus County,CA,95307,95307-1516,USA,K-12,https://www.adventisteducation.org/schools/ANP82L,"Central Valley Christian Academy is a private Christian school located in Ceres, California.",37.606703,-120.957686,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Chico Oaks Adventist School,"1859 Hooker Oak Ave, Chico, CA, 95926-1738, USA",1859 Hooker Oak Ave,1859,Hooker Oak Ave,Chico,Butte County,CA,95926,95926-1738,USA,K-08,https://www.adventisteducation.org/schools/ANPI18,,39.7545,-121.805022,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Chowchilla Adventist School,"22310 Road 13, Chowchilla, CA, 93610-8802, USA",22310 Road 13,22310,Rd 13,Chowchilla,Madera County,CA,93610,93610-8802,USA,K-08,https://www.adventisteducation.org/schools/ANP818,"Chowchilla Adventist School, a Seventh-day Adventist Christian school, can give your student a Christian private school advantage. Students receive a quality, values-based education, safe and secure environment, committed staff, and low student/teacher ratio. Come grow with us!",37.073026,-120.311261,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Clearlake SDA Christian School,"15150 Davis Ave, Clearlake, CA, 95422-9078, USA",15150 Davis Ave,15150,Davis Ave,Clearlake,Lake County,CA,95422,95422-9078,USA,K-08,https://www.adventisteducation.org/schools/ANPI21,,38.95494,-122.628542,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Conejo Adventist Elementary School,"1250 Academy Dr, Newbury Park, CA, 91320-1135, USA",1250 Academy Dr,1250,Academy Dr,Newbury Park,Ventura County,CA,91320,91320-1135,USA,K-08,https://www.adventisteducation.org/schools/ANPP28,"Conejo Adventist Elementary School serves as a private, co-educational, Christian school located in Newbury Park, California for students enrolled in Kindergarten through 8th grade.",34.19262,-118.935381,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Conejo Adventist Preschool,"1250 Academy Dr, Newbury Park, CA, 91320-1135, USA",1250 Academy Dr,1250,Academy Dr,Newbury Park,Ventura County,CA,91320,91320-1135,USA,ECP,https://www.adventisteducation.org/schools/ANPP2E,,34.19262,-118.935381,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crescent City SDA School,"1770 Northcrest Dr, Crescent City, CA, 95531-8921, USA",1770 Northcrest Dr,1770,Northcrest Dr,Crescent City,Del Norte County,CA,95531,95531-8921,USA,K-08,https://www.adventisteducation.org/schools/ANPI30,,41.777751,-124.20034,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
CVCA Helping Hands Preschool,"2020 Academy Pl, Ceres, CA, 95307-1516, USA",2020 Academy Pl,2020,Academy Pl,Ceres,Stanislaus County,CA,95307,95307-1516,USA,ECP,https://www.adventisteducation.org/schools/ANP8HH,,37.606703,-120.957686,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desert Adventist School,"74200 Country Club Dr Ste 2, Palm Desert, CA, 92260-1688, USA",74200 Country Club Dr Ste 2,74200,Country Club Dr,Palm Desert,Riverside County,CA,92260,92260-1688,USA,K-08,https://www.adventisteducation.org/schools/ANPM72,,33.758616,-116.370979,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Dinuba Junior Academy,"218 S Crawford Ave, Dinuba, CA, 93618-2507, USA",218 S Crawford Ave,218,S Crawford Ave,Dinuba,Tulare County,CA,93618,93618-2507,USA,K-08,https://www.adventisteducation.org/schools/ANP821,Dinuba Jr Academy offers a Christ-centered environment in which your child can grow and succeed.,36.5445,-119.376543,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Discoveryland Child Care Center,"4400 Del Amo Blvd, Torrance, CA, 90503-2121, USA",4400 Del Amo Blvd,4400,Del Amo Blvd,Torrance,Los Angeles County,CA,90503,90503-2121,USA,ECP,https://www.adventisteducation.org/schools/ANPP2D,,33.848191,-118.359727,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Valley Adventist School,"3554 Maine Ave, Baldwin Park, CA, 91706-5153, USA",3554 Maine Ave,3554,Maine Ave,Baldwin Park,Los Angeles County,CA,91706,91706-5153,USA,K-08,https://www.adventisteducation.org/schools/ANPP40,,34.076791,-117.968787,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Echo Ridge Christian School,"15504 Liberty Cir, Nevada City, CA, 95959-9636, USA",15504 Liberty Cir,15504,Liberty Cir,Nevada City,Nevada County,CA,95959,95959-9636,USA,K-08,https://www.adventisteducation.org/schools/ANPI34,"Imagine your child equipped for this world and prepared for the world to come We exist to cultivate servant-leaders, dedicated to God’s calling. They will make a difference.",39.24626,-121.054461,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
El Cajon SDA School,"1640 E Madison Ave, El Cajon, CA, 92019-1045, USA",1640 E Madison Ave,1640,E Madison Ave,El Cajon,San Diego County,CA,92019,92019-1045,USA,K-08,https://www.adventisteducation.org/schools/ANPM21,,32.803229,-116.92089,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
El Dorado Adventist School,"1900 Broadway, Placerville, CA, 95667-6003, USA",1900 Broadway,1900,Broadway,Placerville,El Dorado County,CA,95667,95667-6003,USA,K-08,https://www.adventisteducation.org/schools/ANPI1E,,38.728686,-120.759423,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Escondido Adventist Academy,"1301 Deodar Rd, Escondido, CA, 92026-2210, USA",1301 Deodar Rd,1301,Deodar Rd,Escondido,San Diego County,CA,92026,92026-2210,USA,K-12,https://www.adventisteducation.org/schools/ANPM1H,"The mission of Escondido Adventist Academy is to educate the head, the hand and the heart.",33.140243,-117.105813,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Feather River Adventist School,"27 Cox Ln, Oroville, CA, 95965-9660, USA",27 Cox Ln,27,Cox Ln,Oroville,Butte County,CA,95965,95965-9660,USA,K-08,https://www.adventisteducation.org/schools/ANPI42,,39.383379,-121.610164,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Foothill SDA Elementary,"1991 Landess Ave, Milpitas, CA, 95035-7071, USA",1991 Landess Ave,1991,Landess Ave,Milpitas,Santa Clara County,CA,95035,95035-7071,USA,K-08,https://www.adventisteducation.org/schools/ANP824,,37.419424,-121.868508,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Foothills Adventist Elementary School,"711 Sunnyside Rd, Saint Helena, CA, 94574-9742, USA",711 Sunnyside Rd,711,Sunnyside Rd,Saint Helena,Napa County,CA,94574,94574-9742,USA,K-08,https://www.adventisteducation.org/schools/ANPI45,,38.53767,-122.46823,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Fortuna Junior Academy,"1200 Ross Hill Rd, Fortuna, CA, 95540-3402, USA",1200 Ross Hill Rd,1200,Ross Hill Rd,Fortuna,Humboldt County,CA,95540,95540-3402,USA,K-08,https://www.adventisteducation.org/schools/ANPI51,Fortuna Junior Academy is dedicated to nurturing students in a desire to know God and contribute to their earthly community and the Kingdom of God.,40.575833,-124.144048,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Fresno Adventist Academy,"5397 E Olive Ave, Fresno, CA, 93727-2522, USA",5397 E Olive Ave,5397,E Olive Ave,Fresno,Fresno County,CA,93727,93727-2522,USA,K-12,https://www.adventisteducation.org/schools/ANP81V,,36.759549,-119.711404,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Galt Adventist School,"619 Myrtle Ave, Galt, CA, 95632-1725, USA",619 Myrtle Ave,619,Myrtle Ave,Galt,Sacramento County,CA,95632,95632-1725,USA,K-08,https://www.adventisteducation.org/schools/ANPI54,,38.257525,-121.303585,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Glendale Adventist Academy,"700 Kimlin Dr, Glendale, CA, 91206-1641, USA",700 Kimlin Dr,700,Kimlin Dr,Glendale,Los Angeles County,CA,91206,91206-1641,USA,K-12,https://www.adventisteducation.org/schools/ANPP21,,34.158027,-118.226764,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Hilltop Christian Preschool,"2200 Country Hills Dr, Antioch, CA, 94509-7403, USA",2200 Country Hills Dr,2200,Country Hills Dr,Antioch,Contra Costa County,CA,94509,94509-7403,USA,ECP,https://www.adventisteducation.org/schools/ANPIHC,,37.968156,-121.781624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hilltop Christian School,"2200 Country Hills Dr, Antioch, CA, 94509-7403, USA",2200 Country Hills Dr,2200,Country Hills Dr,Antioch,Contra Costa County,CA,94509,94509-7403,USA,K-08,https://www.adventisteducation.org/schools/ANPI13,"Hilltop Christian School exists to show children Jesus, nurture their love for Him and other, teach them to think and empower them to serve.",37.968156,-121.781624,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Hollister SDA Christian School,"400 Isabel Lane, Hollister, CA, 95023, USA",400 Isabel Lane,400,Isabel Ln,Hollister,San Benito County,CA,95023,95023,USA,K-08,https://www.adventisteducation.org/schools/ANP833,,36.867414,-121.376766,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Iruka Yochien Preschool,"2120 S Stimson Ave, Hacienda Heights, CA, 91745-4625, USA",2120 S Stimson Ave,2120,S Stimson Ave,Hacienda Heights,Los Angeles County,CA,91745,91745-4625,USA,ECP,https://www.adventisteducation.org/schools/ANPP23,,33.994328,-117.964047,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiddie Kollege Christian Preschool,"95 N Forest Rd, Sonora, CA, 95370-4815, USA",95 N Forest Rd,95,Forest Rd N,Sonora,Tuolumne County,CA,95370,95370-4815,USA,ECP,https://www.adventisteducation.org/schools/ANP8SK,,37.984885,-120.391586,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kingdom Kids Christian Preschool,"5810 Pecan Ave, Orangevale, CA, 95662-4623, USA",5810 Pecan Ave,5810,Pecan Ave,Orangevale,Sacramento County,CA,95662,95662-4623,USA,ECP,https://www.adventisteducation.org/schools/ANPIKK,,38.671044,-121.219952,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Sierra Academy,"4900 Golden Ave, Riverside, CA, 92505-3225, USA",4900 Golden Ave,4900,Golden Ave,Riverside,Riverside County,CA,92505,92505-3225,USA,K-12,https://www.adventisteducation.org/schools/ANPM2B,,33.916976,-117.494314,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
La Sierra Academy Children's Center,"4900 Golden Ave, Riverside, CA, 92505-3225, USA",4900 Golden Ave,4900,Golden Ave,Riverside,Riverside County,CA,92505,92505-3225,USA,ECP,https://www.adventisteducation.org/schools/ANPM2A,,33.916976,-117.494314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Sierra University,"4500 Riverwalk Pkwy, Riverside, CA, 92505-3344, USA",4500 Riverwalk Pkwy,4500,Riverwalk Pkwy,Riverside,Riverside County,CA,92505,92505-3344,USA,University,https://www.adventisteducation.org/schools/ANP12L,,33.909846,-117.49524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Laguna Niguel Junior Academy,"29702 Kensington Dr, Laguna Niguel, CA, 92677-1658, USA",29702 Kensington Dr,29702,Kensington Dr,Laguna Niguel,Orange County,CA,92677,92677-1658,USA,K-08,https://www.adventisteducation.org/schools/ANPM45,,33.532065,-117.719761,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Linda Vista Adventist School,"5050 Perry Way, Oxnard, CA, 93036-1032, USA",5050 Perry Way,5050,Perry Way,Oxnard,Ventura County,CA,93036,93036-1032,USA,K-08,https://www.adventisteducation.org/schools/ANPP52,,34.258735,-119.148358,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Lodi Academy,"1230 S Central Ave, Lodi, CA, 95240-5907, USA",1230 S Central Ave,1230,S Central Ave,Lodi,San Joaquin County,CA,95240,95240-5907,USA,09-12,https://www.adventisteducation.org/schools/ANPI2C,,38.11801,-121.262738,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
Lodi SDA Elementary School,"1240 S Central Ave, Lodi, CA, 95240-5907, USA",1240 S Central Ave,1230,S Central Ave,Lodi,San Joaquin County,CA,95240,95240-5907,USA,K-08,https://www.adventisteducation.org/schools/ANPI69,,38.11801,-121.262738,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Loma Linda Academy,"10656 Anderson St, Loma Linda, CA, 92354-2104, USA",10656 Anderson St,10656,Anderson St,Loma Linda,San Bernardino County,CA,92354,92354-2104,USA,K-12,https://www.adventisteducation.org/schools/ANPM2E,"A prek-12 school/children's center, Loma Linda Academy's mission is for students to grow in God’s grace, thrive intellectually, develop true friendships, embrace healthful living.",34.06011,-117.26328,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Loma Linda Academy Children's Center,"25228 Shepardson Dr, Loma Linda, CA, 92354-2954, USA",25228 Shepardson Dr,25228,Shepardson Dr,Loma Linda,San Bernardino County,CA,92354,92354-2954,USA,ECP,https://www.adventisteducation.org/schools/ANPMLO,,34.053077,-117.254167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loma Linda University,"11092 Anderson St, Loma Linda, CA, 92350-1706, USA",11092 Anderson St,11092,Anderson St,Loma Linda,San Bernardino County,CA,92350,92350-1706,USA,University,https://www.adventisteducation.org/schools/A1112L,,34.050959,-117.263435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Los Angeles Adventist Academy,"846 E El Segundo Blvd, Los Angeles, CA, 90059-3310, USA",846 E El Segundo Blvd,846,E El Segundo Blvd,Los Angeles,Los Angeles County,CA,90059,90059-3310,USA,K-08,https://www.adventisteducation.org/schools/ANPP2G,,33.916094,-118.259332,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Los Angeles Discoveryland Preschool,"846 E El Segundo Blvd, Los Angeles, CA, 90059-3310, USA",846 E El Segundo Blvd,846,E El Segundo Blvd,Los Angeles,Los Angeles County,CA,90059,90059-3310,USA,ECP,https://www.adventisteducation.org/schools/ANPP2C,,33.916094,-118.259332,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Banos Adventist Christian School,"404 Overland Rd, Los Banos, CA, 93635-9708, USA",404 Overland Rd,404,Overland Ave,Los Banos,Merced County,CA,93635,93635-9708,USA,K-08,https://www.adventisteducation.org/schools/ANP845,,37.074655,-120.84722,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Mentone SDA School,"1230 Olivine Ave, Mentone, CA, 92359-1222, USA",1230 Olivine Ave,1230,Olivine Ave,Mentone,San Bernardino County,CA,92359,92359-1222,USA,K-08,https://www.adventisteducation.org/schools/ANPMAA,,34.067945,-117.127992,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Mesa Grande Academy,"975 Fremont St, Calimesa, CA, 92320-1439, USA",975 Fremont St,975,Fremont St,Calimesa,Riverside County,CA,92320,92320-1439,USA,K-12,https://www.adventisteducation.org/schools/ANPM2M,,34.001385,-117.025611,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Mesa Grande Academy Children's Center,"940 2nd St, Calimesa, CA, 92320-1202, USA",940 2nd St,940,2nd St,Calimesa,Riverside County,CA,92320,92320-1202,USA,ECP,https://www.adventisteducation.org/schools/ANPM2C,,34.003065,-117.043344,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middletown Adventist School,"21640 S State Highway 29, Middletown, CA, 95461, USA",21640 S State Highway 29,21640,S State Hwy 29,Middletown,Lake County,CA,95461,95461,USA,K-08,https://www.adventisteducation.org/schools/ANPI75,,38.74169,-122.622085,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Milpitas Discoveryland,"1991 Landess Ave, Milpitas, CA, 95035-7071, USA",1991 Landess Ave,1991,Landess Ave,Milpitas,Santa Clara County,CA,95035,95035-7071,USA,ECP,https://www.adventisteducation.org/schools/ANP8MD,,37.419424,-121.868508,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miramonte Christian School,"1175 Altamead Dr, Los Altos, CA, 94024-5502, USA",1175 Altamead Dr,1175,Altamead Dr,Los Altos,Santa Clara County,CA,94024,94024-5502,USA,K-08,https://www.adventisteducation.org/schools/ANP851,,37.361522,-122.081141,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Monterey Bay Academy,"783 San Andreas Rd, La Selva Beach, CA, 95076-1907, USA",783 San Andreas Rd,783,San Andreas Rd,La Selva Beach,Santa Cruz County,CA,95076,95076-1907,USA,09-12,https://www.adventisteducation.org/schools/ANP82O,,36.908982,-121.837998,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
Mother Lode Adventist Junior Academy,"80 N Forest Rd, Sonora, CA, 95370-4801, USA",80 N Forest Rd,80,Forest Rd N,Sonora,Tuolumne County,CA,95370,95370-4801,USA,K-10,https://www.adventisteducation.org/schools/ANP857,,37.984183,-120.392743,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0
Mountain View Academy,"360 S Shoreline Blvd, Mountain View, CA, 94041-1210, USA",360 S Shoreline Blvd,360,S Shoreline Blvd,Mountain View,Santa Clara County,CA,94041,94041-1210,USA,09-12,https://www.adventisteducation.org/schools/ANP82Q,"Mountain View Academy, a Seventh-day Adventist Christian high school, provides a strong curriculum that focuses on developing the whole student spiritually, intellectually, physically, and socially.",37.393946,-122.08488,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
Murrieta Springs Adventist Christian Sch,"32477 Starbuck Cir, Murrieta, CA, 92562-4207, USA",32477 Starbuck Cir,32477,Starbuck Cir,Murrieta,Riverside County,CA,92562,92562-4207,USA,K-08,https://www.adventisteducation.org/schools/ANPMMW,,33.582113,-117.242522,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
